12 Cellist Of Berlin Philh.	Putting On The Ritz
Standard Jazz (Gitaar Trio)	Oh Lady Be Good
Standard Jazz (Gitaar Trio)	Old Devil Moon
Standard Jazz (Gitaar Trio)	Our Love Is Here To Stay
Standard Jazz (Gitaar Trio)	People
Standard Jazz (Gitaar Trio)	Secret Love
Standard Jazz (Gitaar Trio)	September In The Rain
Standard Jazz (Gitaar Trio)	Shine On Harvest Moon
Standard Jazz (Gitaar Trio)	Someone To Watch Over Me
Standard Jazz (Gitaar Trio)	Sweet Georgia Brown
Standard Jazz (Gitaar Trio)	Tea For Two
Standard Jazz (Gitaar Trio)	The Days Of Wine And Roses
Standard Jazz (Gitaar Trio)	The Man I Love But Not For Me
Standard Jazz (Gitaar Trio)	The More I See You
Standard Jazz (Gitaar Trio)	The Rose
Standard Jazz (Gitaar Trio)	They Can't Take That Away From Me
Standard Jazz (Gitaar Trio)	This Can't Be Love
Standard Jazz (Gitaar Trio)	When I Fall In Love
Standard Jazz (Gitaar Trio)	When The Saints Go Marching In
Standard Jazz (Gitaar Trio)	When Your Lover Has Gone
Standard Jazz (Gitaar Trio)	Where Or When
Standard Jazz (Gitaar Trio)	Wind Beneath My Wings
Standard Jazz (Gitaar Trio)	You Go To My Head
Standard Jazz (Gitaar Trio)	You'd Be So Nice To Come Home
Standard Jazz (Gitaar Trio)	Young And Foolish
Steps Ahead			Pools
Stevens, April & Nino Tempo	Love Story
Stone, Lee & His Band		Blue Jazz
Tacuma, Jamaaladeen		Jukebox
Tatum, Art (Jazz Piano Trio)	Ain't Misbehavin'
Tatum, Art (Jazz Piano Trio)	Sweet Lorraine (Deel 1)
Tatum, Art (Jazz Piano Trio)	Sweet Lorraine (Deel 2)
Tatum, Art (Piano)		As Time Goes By
Tatum, Art (Piano)		Fine And Dandy
Tatum, Art (Piano)		I Could Write A Book
Tatum, Art (Piano)		I Surrender Dear
Tatum, Art (Piano)		September In The Rain
Tatum, Art (Piano)		September In The Rain (Vlotte Uitvoering)
Tatum, Art (Piano)		Stardust
Tatum, Art (Piano)		The Very Thought Of You
Tatum, Art (Piano)		You Made Me Love You
Taylor, James			Steamroller
Thielemans, Toots		Softly
Tjader, Cal (Big Band)		Tico Tico
Torkanowsky, David (Piano)	A Haep See But A Few Know
Torkanowsky, David (Piano)	Big Nastie Thomassie
Torkanowsky, David (Piano)	Bogalusa Strut
Torkanowsky, David (Piano)	Dirge For James Black
Torkanowsky, David (Piano)	My Bucket's Got A Hole In It
Torkanowsky, David (Piano)	New-Orleans
Torkanowsky, David (Piano)	Satin' On Da Stoop
Toussaint, Allen (Piano)	Whirlaway
Toussaint, Olivier & Orchestra	Besame Mucho
Toussaint, Olivier & Orchestra	Dolannes Melodie
Toussaint, Olivier & Orchestra	Le Reve
Toussaint, Olivier & Orchestra	L'enfant Et La Mer
Travis, Merle (Rag Time Piano)	The Cannonball Rag
Turpin (Rag Time Piano) 	St. Louis Rag
Tyner, McCoy (Jazz Piano Trio)	Night And Day
Tyner, McCoy (Jazz Piano Trio)	Old Devil Moon
Tyner, McCoy (Jazz Piano Trio)	Prodigal Song
Tyner, McCoy (Jazz Piano Trio)	Solar Winds
Tyner, McCoy (Jazz Piano Trio)	Tailgaitin'
Tyner, McCoy (Jazz Piano Trio)	You'd Be So Nice To Come Home
Vaughan, Sara & Orchestra	Fever
Vaughan, Sara & Orchestra	Just A Gigolo
Vaughn, Billy & His Orchestra	Blue Tango
Vaughn, Billy & His Orchestra	Greensleeves
Vaughn, Billy & His Orchestra	Hotel California
Vaughn, Billy & His Orchestra	Isle Of Capri
Vaughn, Billy & His Orchestra	Mexico
Vaughn, Billy & His Orchestra	Petite Fleur
Vaughn, Billy & His Orchestra	Sail Along The Silv'ry Moon
Vaughn, Billy & His Orchestra	"Theme From ""The Summer Of '42"""
Vaughn, Billy & His Orchestra	Wheels
Vaughn, Stevie Ray	 	Pride And Joy
Vontilzer, H. (Rag Time Rag)	Bird In A Gilded Cage
Waller, Fats			Lonesome Road
Waller, Fats (Piano)		As Time Goes By
Waller, Fats (Piano)		Bill Bailey
Waller, Fats (Piano)		Glow Worm
Waller, Fats (Piano)		Tea For Two
Waller, Fats (Piano)		Wish Upon A Star
Walthius, Michael		Just Blues
Walthius, Michael		Mister Bones
Walthius, Michael		The Online Boogie
Walton, Cedar (Jazz Piano Trio)	Sentimental Tones
Walton, Cedar (Jazz Piano Trio)	Winter Waltz
Warren, Harry & A.Dubin (Piano)	The More I See You
Washington, Dinah		If I Can't Have You
Watanabe, Sadoa			The Girl From Ipanema
Wenrich, Percy (Rag Time Piano)	Moonlight Bay
Wenrich, Percy (Rag Time Piano)	The Smiler rag
Werner, Margot & His Orchester 	So Ein Mann
Whiteman, Paul & His Orchestra	Sweet Sue (Just You)
Williams, Victoria		Boogieman
Wilson, Teddy (Piano)		As Time Goes By
Wilson, Teddy (Piano)		Body And Soul
Wilson, Teddy (Piano)		Cheek To Cheek
Wilson, Teddy (Piano)		I Can't Get Started
Wilson, Teddy (Piano)		Li'l Darling
Wilson, Teddy (Piano)		Lullaby Of Birdland
Wilson, Teddy (Piano)		Moonglow
Wilson, Teddy (Piano)		My Silent Love
Wilson, Teddy (Piano)		"Sixteen (From ""The Sound Of Music"")"
Wilson, Teddy (Piano)		The Girl From Ipanema
Wilson, Teddy (Piano)		The Man I Love But Not For Me
Wilson, Teddy (Piano)		"Theme From ""The Sound Of Music"""
Woods, Clarence (Rag Time)	Slippery Elm Rag
Young, Snooky			Catch A Fallin' Star
